,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
59,14.5%,"Russian River Valley, Sonoma, California, US",750 ml,White, US,3/1/2019,"Grassy, herbal and strongly full bodied, this white is textured and tannic, with an ongoing grittiness of wet stone. The fruit is a mix of peach and pineapple.",Sonoma Reserve,,Frei Brothers 2017 Sonoma Reserve Sauvignon Blanc (Russian River Valley),$20, California,88, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Frei Brothers
60,13.5%,"Elgin, South Africa",750 ml,White, South Africa,3/1/2019,"Aromas of fresh sweet grass, green melon rind, lime peel, underripe mango and fig form the nose of this fresh and tart wine. It's lightweight and easy to drink, with subtle fruit flavors and medium acidity. It's not an overly complex pour, but it's tasty enough, with a touch of earthy, herbal bitterness on the end.",Sutherland,Canopy Wine Selections,Thelema 2017 Sutherland Sauvignon Blanc (Elgin),$18,Elgin,88,,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Thelema
61,13%,"Elgin, South Africa",750 ml,White, South Africa,3/1/2019,"There's not a ton of aromatic intensity here, with some delicate hints of white melon rind, fresh thyme, mint and lemon pith in the bouquet. It's lightweight and easy to enjoy, with good acidity and touches of sweet orange and pineapple flavors on the back of the palate. Drink now.",Sanctuary Peak,"Southern Starz, Inc",Downes Family 2016 Sanctuary Peak Sauvignon Blanc (Elgin),$20,Elgin,88,,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Downes Family
62,12%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"On the riper end of the spectrum, heady aromas of peach, pineapple, ripe grapefruit and a touch of honey and herb are at the fore. Light bodied with a slightly chalky texture and crisp—but not searing—acidity. There's a touch of fruit sweetness here, but overall it's a dry and refreshing drop.",Reserve,Prestige Beverage Group,Greyrock 2017 Reserve Sauvignon Blanc (Marlborough),$17,Marlborough,88,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Greyrock
63,13.1%,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,White, US,3/1/2019,"Aromas of wet slate, kiwi, pineapple and herb are out front. Broad feeling tropical fruit flavors follow and carry through the kiwi-filled finish, with mouthwatering acidity backing it up. There's a lot to like.",,,Mercer 2017 Sauvignon Blanc (Horse Heaven Hills),$17, Washington,88, Columbia Valley,Sean P. Sullivan,@wawinereport,Horse Heaven Hills,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Mercer
64,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"In a difficult and complicated vintage, this succeeds in showcasing Marlborough Sauvignon in the light so many have come to recognize and enjoy. Heady, exotic aromas like passion fruit, grapefruit rind, guava and tomato leaf lead into a palate that is light but with some texture to balance zingy acidity. Finishes on an herbal, leafy note.",Reserve,USA Wine West,Toi Toi 2018 Reserve Sauvignon Blanc (Marlborough),$23,Marlborough,88,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Toi Toi
65,14.2%,"Napa Valley, Napa, California, US",750 ml,White, US,3/1/2019,"Floral and herbal, this has high-toned acidity and a grassy element that's earthy and within the wine's style. Stony texture adds complexity to the stone fruit and lemon.",Silver Spur,,Jamieson Ranch 2017 Silver Spur Sauvignon Blanc (Napa Valley),$28, California,88, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Jamieson Ranch
66,13.5%,"Napa Valley, Napa, California, US",750 ml,White, US,3/1/2019,"This is a fruit-forward and balanced white, crisp and fleshy in bold layers of pear and apple. The acidity is nicely integrated.",Fly By Reserve,,Precision Wine 2017 Fly By Reserve Sauvignon Blanc (Napa Valley),$15, California,88, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Precision Wine
67,14.5%,"Napa Valley, Napa, California, US",750 ml,White, US,3/1/2019,"Blended with 15% Sémillon, this white is bright in lemon, stone and anise, yet full-bodied in weight and breadth. It has a grip on the palate that emphasizes its ultimate power and concentration of fruit.",,,Robert Mondavi 2017 Fumé Blanc (Napa Valley),$22, California,88, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],"Fumé Blanc, Sauvignon Blanc",2017,Robert Mondavi
68,12.5%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"Peach, pineapple, guava, tomato leaf and dried herb aromas lead the way for a crisp, zesty palate that shows a little fruit weight and a juicy, citrusy finish. It's not overly complicated, but a balanced example of this style.",,DC Flynt MW Selections,Waxing Moon 2018 Sauvignon Blanc (Marlborough),$13,Marlborough,88,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Waxing Moon
69,12.5%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"An appealing nose bursting with ripe lemon, pineapple, peach and florals leads to a palate that veers close to the medium-bodied neighborhood. There's bright, tingly, mouthwatering acidity and a long, citrus finish.",,Accolade Wines NA,Hay Maker 2017 Sauvignon Blanc (Marlborough),$12,Marlborough,88,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Hay Maker
70,12.5%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"This wine starts a touch reductive but quickly blows off in the glass, revealing subtle notes of grapefruit, peach, pineapple, snow pea and bell peppers. Crisp acidity and an almost chalky texture add lift and character beside the fruit weight. The citrus and veg notes continue to work together to create a balanced, zippy drop.",,Vino Del Sol,Taonga 2017 Sauvignon Blanc (Marlborough),$14,Marlborough,88,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Taonga
71,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"A closed nose opens up to reveal aromas of citrus, tropical fruit, snow pea and tomato leaf, and, because it's seen some time in barrel, a touch of toasty oak. The medium-bodied palate is all at once grainy and creamy in feel, yet with searing acidity coming in on the midpalate. There's nice fruit weight and a long lemony finish.",The Brothers,Pacific Highway Wines & Spirits,Giesen 2017 The Brothers Sauvignon Blanc (Marlborough),$20,Marlborough,87,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Giesen
72,14.2%,"Sonoma Valley, Sonoma, California, US",750 ml,White, US,3/1/2019,"This is from an estate-grown block at 300-feet in elevation. It is an intense take on the variety that's crisp and refreshing in flinty petrol, lemon and melon.",Block 4SB20,,Kunde 2017 Block 4SB20 Sauvignon Blanc (Sonoma Valley),$25, California,87, Sonoma,Virginie Boone,@vboone,Sonoma Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Kunde
73,12.5%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"This wine starts off with aromas of bell pepper and nettle that are followed closely by lemon, grapefruit and flowers. The palate is a little mean and green, with enamel-stripping acidity and heaps of crisp vegetal and citrus flavors. But there's also a mouthwatering lemony finish, which hints at wet stone minerality.",,Palm Bay International,Yealands 2018 Sauvignon Blanc (Marlborough),$15,Marlborough,87,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Yealands
74,13%,"Awatere Valley, New Zealand",750 ml,White, New Zealand,3/1/2019,"Starting on the quiet, muted side, this eventually opens after some swirling in glass, revealing notes of snow pea, tomato leaf, jalapeño and tropical fruit. The acidity is tingly but feels a touch underripe, and there's some residual sugar seemingly to try to counteract this, which it achieves to some degree, closing on a ripe fruity tone.",,Deutsch Family Wine and Spirits,The Crossings 2018 Sauvignon Blanc (Awatere Valley),$15,Awatere Valley,87,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,The Crossings
75,12.5%,"Awatere Valley, New Zealand",750 ml,White, New Zealand,3/1/2019,"Starting reductive and oniony, this wine takes its time to open, eventually revealing notes of dried herbs, nettles and green beans, with grapefruit and pineapple tones in the background. There's more fruit on the palate, which wraps around enamel-stripping acidity that's resolved by a soft texture on the finish.",,Foley Family Wines,Vavasour 2017 Sauvignon Blanc (Awatere Valley),$17,Awatere Valley,87,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Vavasour
76,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"This is a bright, aromatic wine, with generous amounts of tropical fruit, ripe lemon, nettle, honey and a little oyster shell. The palate is light, crisp and slippery textured with a lemony finish.",Reef Ridge,Saranty Imports,Misty Cove 2017 Reef Ridge Sauvignon Blanc (Marlborough),$10,Marlborough,87,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Misty Cove
77,N/A,"Mendoza, Mendoza Province, Argentina",750 ml,White, Argentina,3/1/2019,Light citrus aromas come with a note of freshly cut grass. A healthy palate with citrusy acidity is lightweight and easy to process. Green-apple and citrus flavors don't break down on a finish with edgy energy.,Sustainably Farmed Estate Grown and Bottled,Vino Del Sol,Zolo 2018 Sustainably Farmed Estate Grown and Bottled Sauvignon Blanc (Mendoza),$10, Mendoza Province,87,Mendoza,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Zolo
78,13%,"Sonoma County, Sonoma, California, US",750 ml,White, US,3/1/2019,"Grassy and herbal, this white is made in an austere style, with little to no perceptible oak. Light and bright, it has a vegetal element offset well by a linger of lemon.",,,Delaney Blue Vineyards 2017 Sauvignon Blanc (Sonoma County),$15, California,86, Sonoma,Virginie Boone,@vboone,Sonoma County,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Delaney Blue Vineyards
79,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"This is a highly aromatic wine. Concentrated pineapple and guava aromas rush out of the glass, followed by some snow pea and green bell pepper characters. The palate is equally fruity, and a little residual sugar and fruit weight balance the racy acidity.",,"Winesellers, Ltd",Fault Line 2018 Sauvignon Blanc (Marlborough),$13,Marlborough,86,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Fault Line
80,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"This ticks all the Kiwi Sauvignon Blanc boxes, with upfront aromas of passion fruit, guava, bell pepper and tomato leaf. The palate is lightweight, with crispy, crunchy acidity and a slightly slippery texture. It finishes on an herbal note. Drink now.",,USA Wine West,Toi Toi 2018 Sauvignon Blanc (Marlborough),$15,Marlborough,86,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Toi Toi
81,12.5%,"Río Negro Valley, Other, Argentina",750 ml,White, Argentina,3/1/2019,"White-citrus aromas are fresh and pointy. Punchy citric acidity and a lean body make this a racy Sauvignon Blanc with little depth. Simple grapefruit, orange and celery flavors continue on a bright finish.",,Vino Del Sol,Wapisa 2018 Sauvignon Blanc (Río Negro Valley),$15, Other,86,Río Negro Valley,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Wapisa
82,14.5%,"Oakville, Napa, California, US",750 ml,White, US,3/1/2019,"Exotic in fig and guava flavors, this is a ripe full-bodied white that's fleshy and concentrated in richness.",,,Saddleback 2017 Sauvignon Blanc (Oakville),$24, California,86, Napa,Virginie Boone,@vboone,Oakville,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Saddleback
83,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"This is an easy-going, lightweight sipper with pineapple rind, stone fruit and snow pea aromas. On the palate, mouthwatering, prickly acidity balances tropical fruit, making it easy to take another sip.",,"Winesellers, Ltd",Sea Pearl 2018 Sauvignon Blanc (Marlborough),$12,Marlborough,86,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Sea Pearl
84,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"This charges out of the gate with heady aromas of lychee, pineapple and mango. There are hints of nettle and tomato leaf, but this is a fruit-led, crisp and chalky-textured wine.",Rimapere,Europvin USA,Baron Edmond de Rothschild 2017 Rimapere Sauvignon Blanc (Marlborough),$25,Marlborough,86,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Baron Edmond de Rothschild
85,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"Like this producer's other wines, this starts reductively with an oniony aroma that struggles to blow off. Citrus and tropical fruit and snow pea characters lie underneath but are pretty well hidden. The palate improves a bit, with a slippery texture and prickly, if slightly underripe, acidity, although the fruit still feels a little lost.",Pa Road,USA Wine West,Te Pa 2018 Pa Road Sauvignon Blanc (Marlborough),$13,Marlborough,85,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Te Pa
86,13.9%,"Napa Valley, Napa, California, US",750 ml,White, US,3/1/2019,"Sharp acidity girds a steely, austere expression of the variety, stony in lemon peel, grapefruit and jasmine.",,,Houdini 2017 Sauvignon Blanc (Napa Valley),$22, California,85, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2017,Houdini
87,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"This wine starts out with aromas of onions and cabbage. This blows off a bit with time in the glass, revealing notes of guava, grapefruit, grass and bell pepper. The palate offers a slippery texture, with biting acidity that gives a sharp edge to this wine.",Koha,USA Wine West,Te Pa 2018 Koha Sauvignon Blanc (Marlborough),$13,Marlborough,85,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Te Pa
88,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,3/1/2019,"This wine starts off somewhat reductively and with the variety's typical honeyed tropical and passion fruit aromas. The palate feels a touch disjointed, with searing acidity cutting through a touch of residual sugar and fruit weight.",,"Winesellers, Ltd",Fire Road 2018 Sauvignon Blanc (Marlborough),$14,Marlborough,85,,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Sauvignon Blanc,2018,Fire Road
89,13%,"Napa Valley, Napa, California, US",750 ml,White, US,3/1/2019,"Herbal and grassy, this offers aromas of pea shoots and lemon rind, with a thickness on the palate that persists in a mix of stone fruit and lemongrass.",,,Longwood 2016 Sauvignon Blanc (Napa Valley),N/A, California,85, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Longwood
