,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
62,15%,"Howell Mountain, Napa, California, US",750 ml,Red, US,2/1/2019,"A mountain-grown wine blended with 10% Petit Verdot, this impresses in its ability to offer power and elegance in equal measure. Cinnamon, baked plum and dark cherry ride along a soft, structured and age-worthy wine, which shows a touch of reduction, espresso bean and dusty rock minerality.",,,La Jota Vineyard 2015 Merlot (Howell Mountain),$85, California,93, Napa,Virginie Boone,@vboone,Howell Mountain,Not rated yet [Add Your Review],Merlot,2015,La Jota Vineyard
63,15%,"Blaye Côtes de Bordeaux, Bordeaux, France",750 ml,Red, France,2/1/2019,"Fermented in cement tanks and then aged in amphoras, this wine is pure black fruit. Its rich Merlot is dense and the wine is still young, but it has good potential. Dark, firm and with great black-plum flavors, the wine is worth aging. Drink from 2022.",Château Bellevue Amphorae,Calini Group,Château Mercier 2015 Château Bellevue Amphorae  (Blaye Côtes de Bordeaux),$50, Bordeaux,92,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2015,Château Mercier
64,15%,"Mount Veeder, Napa, California, US",750 ml,Red, US,2/1/2019,"Rich, tannic and woody, this wine is robust in big black fruit, espresso and toasted oak. It is youthful in dense concentration and structure, a worthy showcase of the variety grown in a wild cool-climate appellation that appears to love it with abandon. Enjoy 2025–2030.",,,Mt. Brave 2015 Merlot (Mount Veeder),$80, California,91, Napa,Virginie Boone,@vboone,Mount Veeder,Not rated yet [Add Your Review],Merlot,2015,Mt. Brave
65,13.5%,"Graves, Bordeaux, France",750 ml,Red, France,2/1/2019,"This perfumed wine offers rich tannins, layers of new-wood aging and plenty of spice. The black-currant fruits also show ripe potential. Drink from 2022.",Grande Cuvée,Elixirs du Monde,Château Moutin 2016 Grande Cuvée  (Graves),$40, Bordeaux,91,Graves,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2016,Château Moutin
66,14%,"Fronsac, Bordeaux, France",750 ml,Red, France,2/1/2019,"This generous wine is ripe with seductive black fruits and rich tannins. The Merlot gives this wine its juicy, jammy character absorbing the tannins like a sponge. It comes from red clay soil (Terres Rouges) that brings extra richness to this full-bodied wine. Drink from 2022.",Les Terres Rouges,Serge Doré Selections,Château Tour du Moulin 2015 Les Terres Rouges  (Fronsac),$45, Bordeaux,91,Fronsac,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2015,Château Tour du Moulin
67,14.8%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Red, US,2/1/2019,"A smooth black-cherry aroma meets with a touch of red flower on the nose of this Merlot, which is blended with 25% Sangiovese. The broad mouthfeel and tannic tension carry flavors of baking spice and dark fruit.",Purpose Road,,McClain Cellars 2016 Purpose Road Merlot (Santa Ynez Valley),$48, California,91, Central Coast,Matt Kettmann,@mattkettmann,Santa Ynez Valley,Not rated yet [Add Your Review],Merlot,2016,McClain Cellars
68,14%,"Blaye Côtes de Bordeaux, Bordeaux, France",750 ml,Red, France,2/1/2019,"Spicy and structured, this wine has layers of firm tannins as well as plenty of ripe blackberry fruits. Oak aged for 12 months, it is already balanced, packed with fruitiness with the firm core giving a fine backup. Drink from 2020.",Coteaux de Metheze,Victory Wine Group,Château Haut Grelot 2016 Coteaux de Metheze  (Blaye Côtes de Bordeaux),$30, Bordeaux,90,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2016,Château Haut Grelot
69,14.7%,"Napa Valley, Napa, California, US",750 ml,Red, US,2/1/2019,"Reduced at first, this wine comes around to reveal soft layers of baked plum, graham cracker and coffee. Full bodied and ripe, it offers a balanced oak nuance and a soft texture that speaks to the varietal character.",Estate Grown,,Grgich Hills 2015 Estate Grown Merlot (Napa Valley),$43, California,90, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Merlot,2015,Grgich Hills
70,14.5%,"Rutherford, Napa, California, US",750 ml,Red, US,2/1/2019,"Sanguine notes of red currant and plum meet a light dusting of baking spice and clove in this well-made, well-integrated wine. It shows a heartiness of full-bodied richness and toasted oak.",Estate Vineyard,,St. Supéry 2014 Estate Vineyard Merlot (Rutherford),$50, California,90, Napa,Virginie Boone,@vboone,Rutherford,Not rated yet [Add Your Review],Merlot,2014,St. Supéry
71,15.3%,"Oak Knoll District, Napa, California, US",750 ml,Red, US,2/1/2019,"This wine offers cool-climate characteristics of spice, turned earth and pencil. Its plummy fruit is largely structured around a robust body of power and weight. Aged in both French and American oak, it persists on the finish in a mix of black pepper and sage.",,,Crosby Roamann 2013 Merlot (Oak Knoll District),$50, California,90, Napa,Virginie Boone,@vboone,Oak Knoll District,Not rated yet [Add Your Review],Merlot,2013,Crosby Roamann
72,14.6%,"Napa Valley, Napa, California, US",750 ml,Red, US,2/1/2019,"Hearty red-fruit and graham cracker richness mark this well-made wine, blended with 8% Cabernet Sauvignon. A generous tannin structure provides a framework for the ripe weight as the finish explores aspects of sweet tobacco.",,,Whitehall Lane 2015 Merlot (Napa Valley),$28, California,90, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Merlot,2015,Whitehall Lane
73,14%,"Blaye Côtes de Bordeaux, Bordeaux, France",750 ml,Red, France,2/1/2019,"Dark-chocolate flavors are happily balanced by ripe black fruits that give this wine weight. It has a good long-term future, with plenty of wood aging playing with the rich fruitiness. The wine is produced by Bordeaux-born Jean Lissague. Drink from 2022.",,Atlanta Improvement Co,Château Grand Secret 2016  Blaye Côtes de Bordeaux,$20, Bordeaux,90,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2016,Château Grand Secret
74,14.5%,"Napa Valley, Napa, California, US",750 ml,Red, US,2/1/2019,"Sanguine in red currant and cherry, this full-bodied wine is juicy, soft and round, with polished tannins and integrated oak. It impresses with its ability to offer varietal character and overall approachability.",,,Rombauer 2015 Merlot (Napa Valley),$45, California,90, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Merlot,2015,Rombauer
75,14.4%,"Santa Margarita Ranch, Central Coast, California, US",750 ml,Red, US,2/1/2019,"Dried herbs, dark red cherry, crushed slate and smashed twigs show on the nose of this bottling from the southern Paso Robles region. The herbaceous character is deftly integrated into the palate's black-cherry fruits, all framed by tight tannins.",,,Ancient Peaks 2016 Merlot (Santa Margarita Ranch),$20, California,89, Central Coast,Matt Kettmann,@mattkettmann,Santa Margarita Ranch,Not rated yet [Add Your Review],Merlot,2016,Ancient Peaks
76,14%,"Fronsac, Bordeaux, France",750 ml,Red, France,2/1/2019,"Made entierly from Merlot, this wine is smoothly textured, with tannins cushioned by the ample black fruits. With its blackberry flavors and dense texture, the wine will be ready to drink from 2019.",,Aquitaine Wine Company,Château Renard 2015  Fronsac,$20, Bordeaux,89,Fronsac,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2015,Château Renard
77,14%,"Blaye Côtes de Bordeaux, Bordeaux, France",750 ml,Red, France,2/1/2019,"Ripe, fruity and spicy, this is already an attractive wine. Bright red fruits are neatly supported by the tannins and smoky, new-wood flavors. This structured wine from the Noël family, growers since 1800, will be ready from 2021.",Cuvée du Moulin,Wine Worldwide,Château Tour Saint-Germain 2016 Cuvée du Moulin  (Blaye Côtes de Bordeaux),$15, Bordeaux,89,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2016,Château Tour Saint-Germain
78,15%,"Blaye Côtes de Bordeaux, Bordeaux, France",750 ml,Red, France,2/1/2019,"This is a jammy wine, produced in a clay amphora. It is full of the extra-ripe fruit typical of the vintage. However the wine works because the tannins are not excessive, giving space to the red-berry flavors and just enough acidity. Drink this wine from 2020.",Amphorae,Calini Group,Château Bellevue 2016 Amphorae  (Blaye Côtes de Bordeaux),$50, Bordeaux,88,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2016,Château Bellevue
79,14.5%,"Santa Cruz Mountains, Central Coast, California, US",750 ml,Red, US,2/1/2019,"Black cherry, wet loam, damp cedar and a pinch of cocoa show on the nose of this bottling. The palate is very tense with tannins and searing acid, though intense boysenberry flavors do peek through.",Regan Vineyards Reserve,,Bargetto 2016 Regan Vineyards Reserve Merlot (Santa Cruz Mountains),$40, California,88, Central Coast,Matt Kettmann,@mattkettmann,Santa Cruz Mountains,Not rated yet [Add Your Review],Merlot,2016,Bargetto
80,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,2/1/2019,"Flower, soil, herb, spice and black cherry aromas lead to ripe dark fruit flavors that taper ever so slightly toward the cocoa-filled finish. There is a lot to like.",,,Barnard Griffin 2016 Merlot (Columbia Valley (WA)),$18, Washington,88, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2016,Barnard Griffin
81,14.2%,"Napa Valley, Napa, California, US",750 ml,Red, US,2/1/2019,"High-toned acidity lifts a delicate offering of cinnamon, plum and blueberry in this soft, round and approachable red.",,,Kalaris 2014 Merlot (Napa Valley),$55, California,88, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Merlot,2014,Kalaris
82,13.7%,"Napa Valley, Napa, California, US",750 ml,Red, US,2/1/2019,"Blended with 14% Cabernet Franc, this succeeds in its light-bodied palate of red currant, cranberry and plum, with secondary characteristics of pencil shavings and graphite. The midpalate is thick and concentrated, finishing with elegance.",,,J. McClelland 2014 Merlot (Napa Valley),$35, California,88, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Merlot,2014,J. McClelland
83,14.1%,"South Australia, South Australia, Australia",750 ml,Red, Australia,2/1/2019,"Merlot may be a much maligned variety in the States, but particularly at this price point, it offers a drinkability that's hard. Yalumba's version has plenty of red and black fruit but it also shows anise, wet earth, mocha and mint amidst a medium-body, stony texture and lean, tongue-gripping tannins.",The Y Series,Negociants USA–The Winebow Group,Yalumba 2017 The Y Series Merlot (South Australia),$14, South Australia,88,South Australia,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Merlot,2017,Yalumba
84,14%,"Red Mountain, Columbia Valley, Washington, US",750 ml,Red, US,2/1/2019,"Baking spice, black fruit and medicinal aromas are followed by somewhat lighter-styled fruit flavors. Grainy tannins provide support. The concentration seems a bit light.",Red Path Vineyard,,Liberty Lake 2016 Red Path Vineyard Merlot (Red Mountain),$30, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Red Mountain,Not rated yet [Add Your Review],Merlot,2016,Liberty Lake
85,N/A,"Valle de Uco, Mendoza Province, Argentina",750 ml,Red, Argentina,2/1/2019,"Saucy aromas of black plum, stewed herbs and tomato precede a beefy palate cut by ringing acidity. Saucy berry, bell pepper and tomato sauce flavors fade out on a finish that's chunky, full and sound.",Oak Cask,Go Wine LLC,Malacara 2016 Oak Cask Merlot (Valle de Uco),$15, Mendoza Province,87,Valle de Uco,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2016,Malacara
86,14.5%,"Santa Barbara County, Central Coast, California, US",750 ml,Red, US,2/1/2019,"There's a very strong woody element to the nose of this bottling, starting with cedar and grainy oak, as well as blackberry. The wood spice shows strong on the palate too, along with berry and caramel flavors.",,,Rancho Sisquoc 2016 Merlot (Santa Barbara County),$22, California,87, Central Coast,Matt Kettmann,@mattkettmann,Santa Barbara County,Not rated yet [Add Your Review],Merlot,2016,Rancho Sisquoc
87,14.9%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,2/1/2019,"The aromas are light and hard to tease out, with whiffs of herb and spice. The flavors are light but juicy and ripe, painting around the edges with firm tannins in the middle. Give it time to open.",,,Vino La Monarcha 2015 Merlot (Columbia Valley (WA)),$22, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2015,Vino La Monarcha
88,13.9%,"Australia, Australia Other, Australia",750 ml,Red, Australia,2/1/2019,"This is a simple but thoroughly drinkable wine offering upfront raspberry, pepper, violet and eucalyptus notes. The fruit is a little sweet but there's enough acidity to prop it up, as well as chalky tannins and a smooth mouthfeel.",Classic,Pernod Ricard,Jacob's Creek 2017 Classic Merlot (Australia),$8, Australia Other,87,Australia,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Merlot,2017,Jacob's Creek
89,14.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,2/1/2019,"The aromas come out of the gate lightly reduced, followed by notes of graphite, blackberry jam, plum and spice. The palate brings a pretty sense of styling, with the concentration light in the middle, but otherwise delivering a sense of appeal.",Indian Wells,,Chateau Ste. Michelle 2016 Indian Wells Merlot (Columbia Valley (WA)),$18, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2016,Chateau Ste. Michelle
90,14%,"Blaye Côtes de Bordeaux, Bordeaux, France",750 ml,Red, France,2/1/2019,"While this wine has a dry core, berry flavors accompany the dry tannins. From a 45-acre estate, this ripe, juicy wine shows the structure of the vintage and the rich fruits. Drink from 2021.",,Monsieur Touton Selection Ltd,Château Les Grands Maréchaux 2016  Blaye Côtes de Bordeaux,$14, Bordeaux,87,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Merlot,2016,Château Les Grands Maréchaux
91,14.3%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,2/1/2019,"A blend of fruit from Olsen (60%) and Boushey vineyards. Spice, dark plum and cherry aromas are followed by ripe, saturated fruit flavors, with the oak (all second fill) pulled back. A cranberry-filled finish follows. It shows a pleasing sense of purity, though the concentration is light.",Spire,,Structure 2016 Spire Merlot (Yakima Valley),$25, Washington,87, Columbia Valley,Sean P. Sullivan,@wawinereport,Yakima Valley,Not rated yet [Add Your Review],Merlot,2016,Structure
92,14.1%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,2/1/2019,"The aromas are reticent, with notes of graphite, vanilla, raspberry jam and cherry, with the oak out front. Dark fruit flavors follow, with the oak taking over the show.",,,Vital 2015 Merlot (Columbia Valley (WA)),$40, Washington,86, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2015,Vital
93,13.9%,"South Eastern Australia, Australia Other, Australia",750 ml,Red, Australia,2/1/2019,"A tad unbalanced and hot, this is nevertheless an easy-going sipper full of plump red fruits and touches of soy sauce, mushroom and eucalyptus. The tannins are chewy and leathery and don't knit together as well as you'd hope but they get the job done.",Classic,Pernod Ricard,Jacob's Creek 2016 Classic Merlot (South Eastern Australia),$8, Australia Other,86,South Eastern Australia,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Merlot,2016,Jacob's Creek
